# Zu löschende Zutaten (Vorschlag der AI)
# Lösche Zeilen für Zutaten, die du BEHALTEN willst
# Format: pk|name|description

6587|Mousse au Chocolat (Dessert)|REWE Beste Wahl Mousse au Chocolat 75g - REWE Beste Wahl - Mousse au Chocolat - Desserts (Mousse/Creme/Tiramisu)
6442|Joghurt mild Stracciatella|REWE Beste Wahl Joghurt mild Stracciatella 250g - REWE Beste Wahl -  - FRUCHTJOGHURT EINWEG
636|Stremellachs|REWE Bio Stremellachs Natur 100g - REWE Bio - Stremellachs Natur - RAEUCHERFISCH - SB -
498|Ochsenbäckchen in Rotweinsauce|REWE Feine Welt Ochsen-Bäckchen in Rotweinsauce 380g - REWE Feine Welt - Ochsenbäckchen in Rotweinsauce - RINDFLEISCH CONV. SB
536|Fitness-Mischung|Seitenbacher Müsli Fitness-Mischung 750g - Seitenbacher - Fitness-Mischung - MISCHMÜSLI
544|Weichkäse Basilikum|Schwyzer Milchhuus Gefüllter Tomme Basilikum 120g - Tomme mit Bärlauch 120g - Bory Tomme gefüllt Basilikum - PRE PACK WEICHKAESE BED
550|Antipasti|REWE Feine Welt Antipasti Variation Wurstaufschnitt 100g - REWE Feine Welt - Antipasti variation - ROHER SCHINKEN - PP
660|Wildlachs|REWE Feine Welt Kodiak Wildlachs 100g - REWE Feine Welt - Kodiak Wildlachs - RAEUCHERFISCH - SB -
962|Thunfischsalat Couscous|Saupiquet MSC Thunfisch Salat Cous Cous 2X160g - Saupiquet - Saupiquet Thunfisch-Salat Cous Cous - THUNFISCH
949|Comté|REWE Feine Welt Comte frz. Hartkäse 180g - REWE Feine Welt - Comté 6 Monate - PRE PACK HARTKAESE BED
1018|Korma-Sauce|Sharwoods Korma Curry Cooking Sauce 420g - Sharwood's - Korma Curry - REIS,KARTO.SAUCEN/RELISH/CHUTNEY
1196|Bergblumenkäse|REWE Feine Welt Bergblumenkäse aus Heumilch 200g - REWE Feine Welt - Bergblumenkäse - PRE PACK HARTKAESE BED
1485|Weichkäse französisch|Saint Albray L'Intense Weichkäse 180g - SAINT ALBRAY - Saint Albray L'Intense -Französischer Weichkäse - WEICHKAESE - SB -
1406|Pflaumen getrocknet entsteint|Seeberger Soft-Pflaumen entsteint 200g - Seeberger - SOFT PFLAUMEN - TROCKENOBST (IND. VERP.)
1775|Vegetarische Frikadellen|Rügenwalder Mühle Vegetarische Mühlen Frikadellen 2x90g - Vegetarische Mühlen Frikadellen - Vegetarische Mühlen Frikadellen - auf Basis von Weizen - VEGETARISCHE FEINKOST - SB
1648|Gutsleberwurst Bio|Rügenwalder Mühle Bio Pommersche Gutsleberwurst fein 125g - BIO Pommersche Gutsleberwurst - Bio Pommersche Fein Gutsleberwurst - KOCHWURST - SB -KUEHLBED.
1657|Fischfilet Kartoffel-Rosmarin (TK)|SCHLEFI. KARTOFFEL-ROS - IGLO - Schlemmerfilet Kartoffel-Rosmarin - TK-FISCH FERTIGGERICHTE
1839|Brathering in Marinade|Rügenfisch Brathering in Marinade 500g - Rügen Fisch - Bratheringe in würziger Marinade - RAEUCHERFISCH
1803|Grillfeta|Salakis Feta im Holzfass 160g - SALAKIS - Feta im Holzfass gereift - Tradition - KÄSE FÜR WARME VERWENDUNG
1997|Backmischung Körnerbrot|SAFTIGES KOERNER BROT - SALLYS - Backmischung saftiges Körnerbrot - BACKMISCHUNGEN
2181|Hefebrötchen glutenfrei|Schär Süße Brötchen Bon Matín glutenfrei 200g - Schär - Hefebrötchen glutenfrei - BROT-U.BACKW.GLUTEN-/LAKTOSEFREI
2263|Vegetarische Bratwurst|Rügenwalder Bratwurst vegetarisch - Vegetarische Bratwurst - Vegetarische Mühlen Bratwurst - VEGETARISCHE FEINKOST - SB
2299|Girasoli Kürbis-Salbei|REWE Feine Welt Girasoli Kürbis Salbei 250g - REWE Feine Welt - Kürbis Salbei Girasoli - FRISCHNUDELN - SB -
2332|Girasoli Spargel-Käse|REWE Feine Welt Girasoli Spargel Käse 250g - REWE Feine Welt - Girasoli Spargel Käse - FRISCHNUDELN - SB -
2620|Emmer-Vollkornmehl|Schapfen Mühle Emmer Vollkornmehl 1kg - Schapfenmühle - Emmer Vollkornmehl - DINKEL- ROGGEN- SPEZIALMEHL
2714|Proteinriegel Butter Cookie vegan|Rocka Nutrition No Whey Bar Butter Cookie vegan 50g - Rocka Nutrition - No Whey Bar Butter Cookie - Protein Riegel / Balls E-MwSt
3052|Bücklingsfilets in Öl|Rügenfisch Bücklingsfilet in Öl und Saft - Rügen Fisch - Bücklingsfilets in Pflanzenöl - RAEUCHERFISCH
3259|Konfitüre Himbeer-Mango|SAMT HIMBEERE MANGO - SCHWARTAU - Himbeere und Mango - KONFITUEREN/MARMELADEN/GELEES
3242|Konfitüre Aprikose-Zimt|Schwartau Extra Aprikose Zimtschnecke 270g - Schwartau - Aprikose à la Zimtschnecke - KONFITUEREN/MARMELADEN/GELEES
3726|Risoni aus Hülsenfrüchten|Risoni, Rote Linsen, Kichererbsen 300g - Barilla - Risoni aus Hülsenfrüchten - HUELSENFRUECHTE
3742|Hummus Tahini Bio|REWE Bio + vegan Tahini Hummus 150g - REWE Bio vegan - Hummus Bio - FEINKOST BROTAUFSTRICH
3566|Vegetarischer Aufschnitt|Rügenwalder Mühle Vegetarischer Schinken Spicker Salat 150g - Vegetarischer Schinken Spicker Salat - Vegetarischer Schinken Spicker Salat - VEGETARISCHE FEINKOST - SB
3573|Camembert Grüner Pfeffer|Rügener Badejunge Pfeffer 150g - RÜGENER BADEJUNGE - Grüner Pfeffer Camembert - WEICHKAESE - SB -
3810|Proteinriegel Cranberry vegan Bio|Share Proteinriegel Cranberry vegan 45g - share - Share Protein Riegel Cranberry mit ganzen Nüssen vegan - PROTEIN RIEGEL / BALLS E-MWST
3958|Haselnusscreme-Waffeln glutenfrei|Schär Haselnusscreme-Waffeln Noccioli glutenfrei 63g - Schär - Noccioli - GLUTEN-/LAKTOSEFREIE ART. E-MWST
4431|Makrelen-Mix Classic|Rügenfisch Scomber-Mix Makrele mit Gemüse - Rügen Fisch - Scomber Mix Classic - HERINGS- U. MAKRELENFILETS
4654|Dunkle Schokolade 61%|Ritter Sport Kakaoklasse Die Feine 100g - RITTER SPORT - Kakao Klasse 61 die feine aus Nicaragua - SCHOKOLADE BIS 100 G
4691|Hustenbonbons Zitronenmelisse|Ricola Zitronenmelisse 75g - RICOLA - Zitronenmelisse - KRAEUTER-/HUSTENBONBONS (FRUCH
4701|Vegane Teewurst fein|Rügenwalder Mühle Vegane Teewurst Fein 100g - Vegane Teewurst fein - Vegane Teewurst Fein - VEGANE ARTIKEL GEKÜHLT - SB
4706|Vegane Salami bunter Pfeffer|Rügenwalder Mühle Vegane Salami Bunter Pfeffer 80g - Vegane Salami - Vegane Mühlen Salami bunter Pfeffer - VEGANE ARTIKEL GEKÜHLT - SB
4738|Baguette vegetarisch (TK)|RUSTIKAL BAGUETTE VEG - MEGGLE - baguette meggle - PIZZEN/BAGUETTES  SB
4780|Veganer Aufschnitt Salat Kräuter|Rügenwalder Mühle Veganer Schinken Spicker Salat Kräuter 150g - Veganer Schinken Spicker Salat - Veganer Schinkenspicker Salat - VEGANE ARTIKEL GEKÜHLT - SB
4903|Vegetarischer Kräutersalat|Rügenwalder vegetarischer Kräutersalat 150g - Vegetarischer Schinken Spicker Salat - Vegetarischer Schinken Spicker Salat Kräuter - VEGETARISCHE FEINKOST - SB
5042|Vollmilchschokolade Lebkuchen|Ritter Sport Lebkuchen 100g - RITTER SPORT - Lebkuchen - WEIHN.-SPEZIALITÄTEN
4970|Vollmilchschokolade Pfefferminz|Ritter Sport Pfefferminz 100g - RITTER SPORT - Pfefferminz - SCHOKOLADE BIS 100 G
5102|Weiße Schokolade Mango-Maracuja|Ritter Sport Schokolade Weisse Mango Maracuja 100g - RITTER SPORT - Weisse Mango Maracuja - SCHOKOLADE BIS 100 G
5202|Fruchtaufstrich Rhabarber|REWE Feine Welt Fruchtaufstrich Rhabarber 250g - REWE Feine Welt - Rhabarber Fruchtaufstrich - KONFITUEREN/MARMELADEN/GELEES
5220|Vollmilchschokolade Praline|Share Schokolade Milchpralin 100g - share - Praline Milchschokolade - SCHOKOLADE BIS 100 G
5268|Haselnussmousse mit Vanillekipferl (Dessert)|REWE Feine Welt Haselnussmousse mit Vanillekipferl 80g - REWE Feine Welt - Haselnussmousse mit Vanillekipferl - Desserts (Mousse/Creme/Tiramisu)
5287|Butter-Spritzgebäck (Backmischung)|Ruf Backmischung Butterspritzgebäck 500g - RUF - Butter Spritzgebäck - BACKMISCHUNGEN
6468|Kaltschale Sauerkirsche (Pulver)|Ruf Kaltschale Sauerkirsche 84g - RUF - Kaltschale Sauerkirsche - PUDDING- / DESSERTPULVER
5332|Brotaufstrich Rote Bete & Meerrettich Bio|REWE Bio Streichcreme Rote Bete-Meerrettich 180g - REWE Bio - Rote Bete & Meerrettich Bio-Streichcreme - HERZHAFTE VEGETARI. AUFSTRICHE
5344|Joghurt natur Bio 3,8%|Söbbeke ABC Joghurt Bio 3,8% 500g - Söbbeke - Bio ABC Joghurt - NATURJOGHURT MEHRWEG
5363|Crème brûlée (Dessert)|REWE Feine Welt Crème Brûlée Milchdessert 100g - REWE Feine Welt - Crème brûlée - Desserts (Mousse/Creme/Tiramisu)
6055|Tonka-Zucker mit Vanille|Ruf Tonka Zucker mit Vanille 3x8g - RUF - Tonka-Zucker - BACKZUTATEN, BACKHILFEN
5471|Schokolade Skyr-Joghurt|Schogetten Skyr 100g - Schogetten - Schogetten Skyr - SCHOKOLADE BIS 100 G
5516|Joghurt natur Bio 3,8% stichfest Demeter|Söbbeke Demeter Bio Joghurt mild stichfest 500g - Söbbeke - Bio Joghurt mild 3,8% - NATURJOGHURT MEHRWEG
5594|Salzbrezeln glutenfrei|Schär Salzbrezeln Salinis glutenfrei 60g - Schär - Salinis bretzel - GLUTEN-/LAKTOSEFREIE ART. E-MWST
5661|Knusperbrot Mais glutenfrei Bio|REWE frei von Bio Knusperbrot Mais glutenfrei 130g - REWE frei von - Bio-Knusperbrot Mais - BROT-U.BACKW.GLUTEN-/LAKTOSEFREI
6166|Vollmilchschokolade Knusperkeks|Ritter Sport Knusperkeks 100g - RITTER SPORT - Knusperkeks - SCHOKOLADE BIS 100 G
5697|Sojajoghurt natur vegan Bio|REWE Bio + vegan Soja Natur 500g - REWE Bio vegan - Sojajoghurt Natur - MILCHALTERN.FRISCHE
5721|Vegane Salami klassisch|Rügenwalder Mühle Vegane Mühlen Salami Klassisch 80g - Vegane Salami - Vegane Mühlen Salami Klassisch - VEGANE ARTIKEL GEKÜHLT - SB
5737|Schlagsahne laktosefrei (H-Sahne)|REWE Frei von H-Schlagsahne 200g - REWE frei von - frei von Schlagsahne laktosefrei - SPRUEHSAHNE/H-SAHNE/H-SAUERRAH
5850|Kaiserbrötchen Weizen|Sinnack Kaiserbrötchen Weizen 200g, 4 Stück - Sinnack - Kaiser Brötchen - BRÖTCHEN AUFBACKWARESB
1764|Cappelletti Räuchertofu|Vantastic Foods Bio Cappelletti Räuchertofu vegan 250g - Vantastic foods - Cappelletti Räuchertofu - Soja/Tofu/Seitan
5872|Grobe Schinkenwurst|Rügenwalder Mühle Schinken-Spicker Grobe Schinkenwurst 80g - Schinken Spicker - Grobe Schinkenwurst - BRUEHWURST KUEHLBED.-SB
5942|Joghurt mild laktosefrei|REWE frei von Joghurt mild laktosefrei 500g - REWE frei von - Frei Von, Joghurt Mild Laktosefrei - NATURJOGHURT EINWEG
6027|Landbrötchen Weizen Bio|Sinnack Bio Landbrötchen Weizen 280g - Sinnack - Landbrötchen Weizen bio - BRÖTCHEN AUFBACKWARESB
2380|Räuchertofu Bio|Veggie Life Räuchertofu Bio Premium 250g - Veggie Life - Räuchertofu Premium - BIO WURST-/FLEISCH/KÄSEERSATZ SB
6371|Porridge Himbeer White Choc (Instant)|Ruf Porridge Himbeer & White Choc 65g - RUF - Porridge Himbeer White Choc - SCHOKO MÜSLI
6950|Sauce Hollandaise light|
6403|Mikrowellen-Popcorn süß|Seeberger Mikrowelle Popcorn Gezuckert 100g - SEEBERGER - Mikrowellen Popcorn süß - TROCKENOBST (IND. VERP.)
6407|Skyr-Smoothie Mango-Banane-Passionsfrucht|SKYR&SMOOTHIE MA-BA-PA - MILRAM - Skyr & Smoothie Mango, Banane, Passionsfrucht - FRUCHTQUARK
1211|Schokolade Erdbeere-Joghurt|Yogurette Erdbeere 300g, 24 Stück - YOGURETTE - Yogurette - SCHOKOLADE UEBER 100 G
1504|Surimi Jumbo-Garnelen|Vici Jumbo Surimi Garnelen in Öl 320ml - Vici - Surimi in Jumbo-Garnelenform (in Knoblauchöl) - MEERESFRUECHTE - SB -
2178|Vanillepaste|Vanillepaste - OSTMANN - Bourbon-Vanillepaste - AROMEN
6476|Kräuterquark leicht 2,4%|REWE Kräuterquark 2,4% 200g - Rewe - Kräuter Quark leicht - KRÄUTER-/GEWÜRZQUARK/KRÄUTERBROT
6506|Porridge Classic (Instant)|Ruf Porridge Classic 65g - RUF - Porridge Klassisch - MISCHMÜSLI
1572|Mandeln & Erdnüsse Honig-Salz|Ültje Mandel-Erdnuss-Mix Honig & Salz 200g - Ültje - Mandeln & Erdnüsse Honig und Salz - Erdnüsse, sonst. Kerne
686|Erdnüsse|Ültje Erdnüsse geröstet & gesalzen 450g - Ültje - Erdnüsse - Erdnüsse, sonst. Kerne
460|Rindsalami|Wiltmann Rein Rind Salami 250g - Wiltmann - Rein Rind salami - ROH/DAUERWURST SB NICHT KUEHLB
1669|Metzgerbratwurst|Wilhelm Brandenburg Metzgerbratwurst mittelgrob 400g - Wilhelm Brandenburg - Metzgerbratwurst mittelgrob - BRATWURST - PP
1691|Spaghetti Bolognese (Fertiggericht)|SPAGEHETTI BOLOGNESE - HILCONA - Spaghetti Bolognese - KOMPLETTMENÜ TRADTION.GEK.-SB
1737|Hähnchenfiletsteaks (TK)|Vossko Hähnchenbrustfilets gebraten 400g - Vossko - Hähnchenfiletsteaks - TK-HAEHNCHENTEILE/CONVENIENCE
1865|Vegetarische Steaks|Valess Vegetarische Steaks 180g - VALESS - Vegetarische Steaks - VEGETARISCHE FEINKOST - SB
1752|Veganes Schnitzel Knusper|Vivera vegane Knusprige Stäbchen Fisch-Art 210g - Vivera - Krosse Schnitzel nach Hähnchenart - VEGANE ARTIKEL GEKÜHLT - SB
485|Milchkapseln|Tassimo Kapseln Milchkomposition, 16 Milch Kapseln - TASSIMO - Tassimo Creamer Milk Pods Servings - KAPSEL TASSIMO
655|Lachs Teriyaki (TK)|TERIYAKI STYLE LACHS - COSTA - Costa Lachs mit Reis - TK-FERTIGGERICHTE BEUTEL
674|Thüringer Rostbratwurst|Wolf Original Thüringer Rostbratwurst 4x100g - Wolf - Orginal Thüringer Rostbratwurst - BRATWURST KÜHLBEDÜRFTIG SB
699|Räucherwürstchen|Sosiki Würstchen mit Schäldarm nach russischer Art 450g - Germes - Smoked pork sausages - KOCHWURST - SB -KUEHLBED.
1905|Porridge Very Berry (TK)|Wholey Bio Easy Porridge Very Berry vegan 150g - Wholey - Easy Porridge Very Berry - TK-FERTIGGERICHTE BEUTEL
1930|Toasty (TK)|Tillman's Toasty Schinkenfleisch 4x70g - Tillman´s - Toasty - TK-FLEISCH-CONVENIENCE
710|Pasta Bolognese (Fertiggericht)|Youcook Pasta Bolognese Meatballs 420g - YOUCOOK - Pasta Bolognese Meatballs - KOMPLETTMENÜ INTERN. GEK.-SB
1939|Veganer Kebab|Veg Chicken Kebab - ENDORI - Chicken Kebab (vegan) - Endori - veganer Fleischersatz gekühlt SB
1940|Tee Limette-Minze kalt|Teekanne frio Limette-Minze 45g, 18 Beutel - TEEKANNE - Frio Limette-Minze Tee kalt - KRAEUTER-/FRUECHTE-TEE BEUTEL
1959|Tortilla-Chips Paprika|TORTILLAS WILD PAPRIKA - CHIO - Chio Tortillas - Tortillas/Nachos
2058|Elsässer Flammkuchen|Steinhaus Flammkuchen Original 350g - Steinhaus - Elsässer Flammkuchen - PIZZEN/BAGUETTES  SB
2003|Vegane Tenders knusprig|Vivera Vegane Knusprige Tenders Hähnchen-Art 150g - Vivera - Vegane knusprige tenders - VEGANE ARTIKEL GEKÜHLT - SB
900|Keksteig zum Löffeln|Spooning Cookie Dough Keksteig zum Löffeln Chocolate Chips 215g - Spooning Cookie Dough - Keksteig zum Löffeln - BACKMISCHUNGEN
818|Veganes Chili sin Carne|Tress Brüder Bio Veganes Chili sin Carne 420g - TRESSBRÜDER - Veganes Chili sin Carne - BIO CONVENIENCE SB 12/21
2106|Brotaufstrich|Tartex Bio Brotaufstrich Markt-Gemüse Paprika Trio 135g - Tartex - Bio-Brotaufstrich - Paprika-Trio 4005514040968 - HERZHAFTE VEGETARI. AUFSTRICHE
2121|Kräutertee Magenfein|Teekanne Magenfein 40g, 20 Beutel - TEEKANNE - Tee Magenfein - KRAEUTER-/FRUECHTE-TEE BEUTEL
2134|Tee Mango-Orange kalt|Teekanne frio Sport Vital Mango-Orange 45g, 18 Beutel - TEEKANNE - Frio Mango-Orange - KRAEUTER-/FRUECHTE-TEE BEUTEL
2226|Limburger|St. Mang Limburger 200g - St·MANG - Käse - Limburger Leicht 9% Fett absolut - WEICHKAESE - SB -
2256|Bandnudeln gedreht|Tress Original Hausmacher Gedrehte Bandnudeln 500g - TRESS Orig. Hausmacher - Gedrehte Bandnudeln - DEUTSCHE TEIGWAREN UEBER 250 G
777|Hähnchenschnitzel (TK)|Vossko XXL-Hähnchenschnitten 500g - Vossko - Hähnchenschnitten Wiener Art - TK-FLEISCH-CONVENIENCE
832|Mini-Schinkenknacker Paprika-Chili|Wilhelm Brandenburg Mini-Schinkenknacker Paprika 200g - Wilhelm Brandenburg - Mini-Schinkenknacker mit Paprika und Chili - ROH/DAUERWURST N. KÜHLBED. - PP
2359|Vegane Fischstäbchen (TK)|Veggie Fischstaebchen - FROSTA - Fischstäbchen vegan - TK-SNACKS
2362|Braunschweiger Mettwurst|Wiltmann Braunschweiger Mettwurst 200g - Wiltmann -  - ROH/DAUERWURST SB NICHT KUEHLB
733|Sweet Chili Nudeln (Fertiggericht)|SWEET CHILI NOODLES - YOUCOOK - Seeet Chili Noodles - KOMPLETTMENÜ ASIATISCH GEK.-SB
2637|Veganes Schnitzel Hähnchen-Art|Vivera Veganes Schnitzel Hähnchen-Art 200g - Vivera - veganes knuspriges Schnitzel Hähnchen-Art - VEGANE ARTIKEL GEKÜHLT - SB
2658|Vegane Crispy Burger Hähnchen-Art|The Vegetarian Butcher Crispy Chickimicki Burger vegan 180g - The Vegetarian Butcher - Vegane Crispy Chickimicki Burger - VEGANE ARTIKEL GEKÜHLT - SB
749|Korean Chicken (Fertiggericht)|Youcook Korean Style Chicken 420g - YOUCOOK - Korean Style Chicken - KOMPLETTMENÜ ASIATISCH GEK.-SB
862|Açaí-Püree (TK)|The Rainforest Bio Açaí Fruchtpüree 200g - Pamela Reifs Açai Pürée by The Rainforest Company - Bio Acaí Püree - TK-FRUECHTE/-BEEREN/-SAEFTE
869|Black Bean Bowl|Stark Bio Black Chili Bean Bowl 400g - STARK - Black Chili Bean Bowl - FERTIGGERICHTE NASS BECHER/BTL
896|Zimt-Cerealien|Wholey Bio-Zimtschnecken Cinna Rollies vegan 275g - WHOLEY - Cinna Rollies - Mischcerealien
945|Knuspermüsli Amaranth Beeren|Tartex Crunchy Amaranth Beeren Mix 375g - Tartex - Crunchy Amaranth Beeren Mix - KNUSPER MÜSLI
2798|Erdnüsse Kessel Paprika|Ültje Kessel Nüsse Paprika 150g - Ültje - Kessel Nüsse - Erdnüsse, sonst. Kerne
1008|Müsli Beeren Swiss Style|Weetabix Alpen Müsli Strawberry 560g - Weetabix - Swiss style muesli strawberry, cranberry and raspberry - MISCHMÜSLI
1316|Vollmilchschokolade|Tony's Chocolonely Vollmilch 180g - Tony's Chocolonely - Vollmilchschokolade - SCHOKOLADE UEBER 100 G
1214|Tortilla-Chips BBQ|Tortilla Chips BBQ 450g - Palapa - Tortilla Chips BBQ - TORTILLAS/NACHOS
2949|Bonbons Orange|Tic Tac Orange - TIC TAC - tic tac fresh orange - FRUCHTBONBONS
1266|Veganer Geflügelsalat|Tartex Bio Feinkostsalat wie Geflügel vegan 165g - TARTEX - Veganer Feinkost Salat wie Geflügel Salat - HERZHAFTE VEGETARI. AUFSTRICHE
3009|Tortelloni Trüffel-Ricotta|Steinhaus Trüffel Ricotta Torte 200g - Pasta Rustica - Trüffel-Ricotta-Tortelli (Nudeln gefüllt) - FRISCHNUDELN - SB -
2977|Knäckebrot Hafer & Sesam|Wasa Knäckebrot Hafer & Sesam 230g - Wasa - Knäckebrot Hafer & Sesam 7300400129169  Backware mit Vollkornroggen, Hafer und Sesamsamen - Knäckebrot
3062|Gewürztee Orientalisch|Teekanne Orientalischer Gewürztee 40g, 20 Beutel - TEEKANNE - Orientalischer Gewürztee - KRAEUTER-/FRUECHTE-TEE BEUTEL
3092|Express-Reis Natur mit Quinoa|Uncle Ben´s Express Naturreis mit Quinoa 220g - UNCLE BEN'S - xxxxxxxxx - REIS-EXPRESS STANDBEUTEL
1220|Rinderknacker|Wilhelm Brandenburg Rinderknacker 200g - Wilhelm Brandenburg - Rinderknacker - ROH-/DAUERWURST - PP
1327|Chicken Teriyaki (Fertiggericht)|Youcook Japanese Style Chicken Teriyaki 420g - YOUCOOK - Japanese Style Chicken Teriyaki - KOMPLETTMENÜ ASIATISCH GEK.-SB
3173|Früchtetee Caramel Apple Pie|Teekanne Caramel Apple Pie 40g, 18 Beutel - TEEKANNE - Caramel Apple Pie - KRAEUTER-/FRUECHTE-TEE BEUTEL
3245|Oblatenlebkuchen Zartbitter|Weiss Weissella Obladen Lebkuchen Schoko 200g - Weiss - Weissella Lebkuchen Zartbitter (200G Packung) - LEBKUCHEN
3251|Kräutertee Thai Ingwer-Mango|Teekanne Thai Ingwer-Mango 45g, 20 Beutel - TEEKANNE - Thai Ingwer Mango Tee - KRAEUTER-/FRUECHTE-TEE BEUTEL
3335|Krustenbraten (Aufschnitt)|Wilhelm Brandenburg Krustenbraten 100g - Wilhelm Brandenburg - Rewe Krustenbraten Aufschnitt - KOCHSCHINKEN - PP
3333|Ostseeschinken|Wilhelm Brandenburg Ostseeschinken 100g - Wilhelm Brandenburg - Ostseeschinken - ROHER SCHINKEN - PP
3582|Serrano-Schinken|Wilhelm Brandenburg Original Spanischer Serrano-Schinken 100g - Wilhelm Brandenburg - Spanischer Serrano Schinken - ROHER SCHINKEN - PP
3677|Letscho-Gemüse (Glas)|Spreewaldhof Letscho-Gemüse 680g - Spreewaldhof - Letscho-Gemüse - GEMUESE GLAS/PACKUNG
1353|Parmesan-Ersatz vegan|Vantastic foods Käsealternative Grattugiato vegan 60g - Vantastic Foods - Parmesan Grattugiato (vegan) Vantastic Foods - SOJA/TOFU/SEITAN
1358|Räuchertofu Sesam-Mandel|Tukan Bio Räuchertofu Sesam-Mandel vegan 200g - Tukan - Rauchertofu Sesam Mandel - VEGANE ARTIKEL GEKÜHLT - SB
1449|Gelbwurst|Wolf Bayerische Gelbwurst 350g - Wolf - Gelbwurst - BRUEHWURST KUEHLBED.-SB
3679|Dinkel-Pizzateig frisch|Tante Fanny Dinkel-Pizzateig 400g - Tante Fanny - pizzateig dinkel - FERTIGTEIG GEKUEHLT
3688|Schwäbische Spätzle|Tress Hausmacher Schwäbische Spätzle 500g - TRESS Orig. Hausmacher - Tress Schwäbische Spätzle - DEUTSCHE TEIGWAREN UEBER 250 G
3628|Gekochter Hinterschinken|Wilhelm Brandenburg Gekochter Hinterschinken 100g - Wilhelm Brandenburg - Wurst - Hinterschinken gekocht - KOCHSCHINKEN - PP
3661|Frischer Flammkuchenteig|Wagner frischer Flammkuchenteig 350g - WAGNER - Ernst Wagners Frischer Teig Flammkuchen - FERTIGTEIG GEKUEHLT
3728|Putenbrustfilet Zitronenpfeffer (Aufschnitt)|Wilhelm Brandenburg Putenbrustfilet mit Zitronenpfeffer 100g - Wilhelm Brandenburg - Putenbrustfilet mit Zitronenpfeffer - KOCHSCHINKEN-GEFL.-PP
3737|Knäckebrot-Chips Sesam-Meersalz|Wasa Knäckebrot Tasty Snacks Sesame & Sea Salt Crisps 190g - Wasa - Tasty snacks Sesame & Sea Salt - KNÄCKEBROT
3879|Knäckebrot Rosmarin-Meersalz|Wasa Knäckebrot Tasty Snacks Rosmarin & Seasalt crisps 190g - Wasa - Knäckebrot Rosmarin Meersalz - Knäckebrot
3896|Pfeffersalami Tropical Pepper|Stockmeyer Pfeffersalami Tropical Pepper 150g - Stockmeyer - Tropical Pepper Salami - ROH-/DAUERWURST -SB- KUEHLBED.
3922|Gouda mild Scheiben|Tilbury Weihnachtsbaum Schnittkäse 150g - Tilbury - Gouda mild in Scheiben - PRE PACK SCHNITTKAESE BED
3927|Teigtaschen Weißkohl-Paprika (TK)|TEIGTASCH.SAUERK-PILZ - DOVGAN - Vareniki mit Weißkohl-Paprika - TK-FERTIGGERICHTE BEUTEL
3933|Lebkuchen Mini Herzen Sterne Brezeln|Weiss Mini Herzen Sterne Brezeln Zartbitter vegan 400g - Weiss - Mini Herzen Sterne Bretzeln Lebkuchen - LEBKUCHEN
4060|Veganes Hack Erbsenprotein|Veganes Hack aus Erbse 250g - Industrie - Veganes Hack - EXOTEN FLEISCH (O.GEFLÜGEL) SB
4106|Gekochte Mettwurst|Wiltmann Gekochte Mettwurst 100g - Wiltmann - Gekochte Mettwurst - KOCHWURST SB NICHT KUEHLBEDUER
1394|Rostbratwürste mit Kartoffelpüree (TK)|Sonnen Bassermann Meine Rostbratwürstchen 480g - Sonnen Bassermann - Rostbratwürstchen mit Kartoffelpüree und Weinsauerkraut - FERTIGGERICHTE SCHALEN
1398|Butter Chicken (Fertiggericht)|Youcook Indian Style Butter Chicken 420g - YOUCOOK - Indian Style Butter Chicken mit Huhn - KOMPLETTMENÜ ASIATISCH GEK.-SB
1434|Pizza Lachs-Spinat (TK)|Wagner Die Backfrische Lachs Spinat 350g - WAGNER - Die Backfrische Lachs-Spinat - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
4133|Joghurt Heumilch Bio|Unser Land Bio Heumilch-Joghurt 500g - UNSER LAND - Joghurt aus BIO Heumilch - NATURJOGHURT EINWEG
1464|Chicken Tikka (Fertiggericht)|Youcook Indian Style Chicken Tikka 420g - YOUCOOK - Indian Style Chicken Tikka - KOMPLETTMENÜ ASIATISCH GEK.-SB
1474|Flammkuchen Steinofen (TK)|Steinofen Flammkuchen med. Tomate 320g - WAGNER - Steinofen Flammkuchen - TK-PIZZEN / FLAMMKUCHEN
1479|Pizza Lachs-Spinat Steinofen (TK)|Wagner Steinofen Pizza Lachs Spinat 350g - WAGNER - Steinofen Pizza Lachs Spinat - TK-PIZZA 1ER/FLAMMKUCHEN/QUICHE
5022|Salami light|Wiltmann Salami classic light 50g - Wiltmann - Classic Salami Light - ROH-/DAUERWURST -SB- KUEHLBED.
4494|Tee Rooibos Sahne-Karamell|Teekanne Rooibos Sahne-Karamell 35g, 20 Beutel - TEEKANNE - Tee Rooibos Sahne-Karamell - KRAEUTER-/FRUECHTE-TEE BEUTEL
4386|Knäckebrot Mohn-Leinsamen|Wasa Knäckebrot Wir feiern 100 Jahre Mohn & Leinsamen 245g - Wasa - Knäckebrot Mohn & Meersaltz - Knäckebrot
4413|Knäckebrot Chia & Meersalz|Wasa Selection Chia & Meersalz 245g - Wasa - Selection Chia&Meersalz - Knäckebrot
